ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Ûéú ̄ÖμÖÖ ‡®ÖÛêú †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö ÛúÖ ˆ¢Ö ̧ü ¤üß×•Ö‹...	श्री उपसभाषति : देखिए।...(व्यवधान)...कुछ भी अभिलिखित नहीं होगा। यह नहीं
†Ö ̧ü ́3Ö Ûú ̧ü ×¤üμÖÖ ÝÖμÖÖ Æîü... †Ö3⁄4Öê¤ü®Ö  ̄ÖÏÖ ̄ŸÖ Æãü‹ Æïü ...  ́ÖÖêTMêü ŸÖÖî ̧ü  ̄Ö ̧ü »ÖÝÖ3ÖÝÖ 7.76 Ûú ̧üÖê›Íü	वास्तव में, मुझे कहा गया था कि चाय बोर्ड ने उनके साथ चर्चा करना जारी रखा है ।
1ý ̄Ö‹ ÃÖÓ×3⁄4ÖŸÖ× ̧üŸÖ ×Ûú‹ ÝÖ‹ Æïü... †ŸÖ:, 3⁄4Öî×¿3⁄4ÖÛú oþ×“Ö •ÖÖê×Ûú  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ Ûêú  ̄ÖÏ×ŸÖ †×¬ÖÛú	मैं सबसे पहले चाय बोर्ड को सभी ट्रेड यूनियनों के साथ परामर्श करने का अनुरोध
Æîü - •ÖÆüÖÓ  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ †Öî ̧ü ÃÖß.TMüß.ÃÖß. “ÖÖμÖ ÛúÖê ‹Ûú Æüß  ́ÖÖ®ÖÖ •ÖÖŸÖÖ Æîü - 2Ö¤ü»Ö®Öê	करूंगा और यदि आवश्यक हुआ तो मैं स्वयं परामर्श करूंगा।
3⁄4ÖÖ»Öß Æîü... ‡ÃÖ  ̄ÖÏÛúÖ ̧ü,  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ Ûêú ˆŸ ̄ÖÖ¤ü®Ö ÛúÖê  ̄ÖÏÖêŸÃÖÖ×ÆüŸÖ ×ÛúμÖÖ •ÖÖ  ̧üÆüÖ Æîü...	श्री आर.पी. गोयनका : महोदय, परम्परागत चाय मुख्यत: दक्षिणी भारत में उपजायी
ÁÖß ÃÖÓŸÖÖêÂÖ 2ÖÖÝÖ›ÍüÖê×¤üμÖÖ :  ́ÖÆüÖê¤üμÖ,  ́Öê ̧üÖ ¤æüÃÖ ̧üÖ †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö μÖÆü Æîü...  ́ÖãôÖê  ̄ÖŒÛúÖ	जाती है। हमारी एक प्रणाली है वर्तमान स्थिति के अनुसार कि जब तक 80 प्रतिशत
×3⁄4Ö¿3⁄4ÖÖÃÖ Æîü ×Ûú  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß  ́ÖÆüÖê¤üμÖ μÖÆü •ÖÖ®ÖŸÖê Æïü ×Ûú ¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ  ́Öë †®ÖêÛú “ÖÖμÖ	क्या मंत्री जी संतुष्ट हैं कि क्या ये कदम स्वयं आतंकवाद की समस्याओं से निपटने में
2ÖÝÖÖ®ÖÖë ŸμÖÖ•μÖ ÆüÖê ÝÖμÖê Æïü ŒμÖÓ×Ûú 3ÖÖ ̧üŸÖßμÖ “ÖÖμÖ ˆaÖêÝÖ  ́Öë 3ÖÖ ̧üŸÖßμÖ “ÖÖμÖ Ûúß ˆŸ ̄ÖÖ¤ü®Ö-»ÖÖÝÖŸÖ	सक्षम होंगे या क्या ये यह स्वीकार करेंगे कि इन कदमों के पूरकता में कुछ और किया
¤ãü×®ÖμÖÖ  ́Öë ÃÖ2ÖÃÖê †×¬ÖÛú Æîü... μÖ×¤ü ‹êÃÖÖ Æîü ŸÖÖê 3ÖÖ ̧üŸÖßμÖ “ÖÖμÖ ÛúÖê †Öî ̧ü †×¬ÖÛú  ̄ÖÏ×ŸÖÃ ̄Ö¬Öá	जाना चाहिए? उदाहरण के लिए, मैं एक कार्यक्रम का सुझाव दूंगा। क्या माननीय मंत्री
̄Ö ̧ü  ̧üÖ•μÖ ÃÖ ̧üÛúÖ ̧üÖë ÛúÖê ÃÖãÝÖÏÖÆüß 2Ö®ÖÖŸÖß  ̧üÆüß Æîü... ‡ÃÖÛêú †»ÖÖ3⁄4ÖÖ, †ÖŸÖÓÛú3⁄4ÖÖ¤ü Ûêú ×3⁄4Ö¿3⁄4Ö3⁄4μÖÖ ̄Öß	जी मेरा सुझाव मानेंगे? यदि हां, तो मैं इन कदमों की अनुरूपता में चार-सूत्री कार्यक्रम
†ÖμÖÖ ́Ö ÛúÖê ¤êüÜÖŸÖê Æãü‹ ‡ÃÖÛêú ÜÖŸÖ ̧êü ÃÖê ×®Ö ̄ÖTMü®Öê Ûêú ×»Ö‹ ×«ü ̄ÖõÖßμÖ/2ÖÆãü- ̄ÖõÖßμÖ ÃÖÆüμÖÖêÝÖ  ̄ÖÏÖ ̄ŸÖ	प्रस्तुत करूंगा। एक, जो लोग आतंकवादी गतिविधियों में लिप्त नहीं हैं, उनके सहयोग
Ûú ̧ü®Öê ÆêüŸÖã †Ö3⁄4Ö¿μÖÛú ŸÖÓ¡Ö  ́ÖÖî•Öæ¤ü Æïü...	की सूची बनाएं। दूसरा, उनको नये ग्रामीण रोजगार गारंटी योजना का लाभ प्रदान करें
(‘Ö) ÃÖ ̧üÛúÖ ̧ü ®Öê ŸÖTMüßμÖ ÝÖ¿ŸÖ †Öî ̧ü “ÖÖîÛúÃÖß ÛúÖê ÃÖã¥üœÍü 2Ö®ÖÖ®Öê Ûêú ×»Ö‹ ÆüÖ»Ö  ́Öë ŸÖTMüßμÖ	और यथासम्भव उनमें से अधिकतर को इन क्षेत्रों में उद्देश्यपूर्ण रोजगार अवसर प्रदान
ÃÖã ̧üõÖÖ μÖÖê•Ö®ÖÖ ÛúÖ †®Öã ́ÖÖê¤ü®Ö ×ÛúμÖÖ Æîü ŸÖÖ×Ûú ÃÖ ́Öã¦üß  ́ÖÖÝÖÔ ÃÖê †ÖŸÖÓÛú3⁄4ÖÖ¤ü μÖÖ †3⁄4Öî¬Ö ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë	करें। तीसरा, उस क्षेत्र की वर्तमान सांगों की पहचान करें और उनको ऋण प्रदान
ÛúÖê  ̄ÖÆü»Öê ÃÖê Æüß  ̧üÖêÛúÖ †Öî ̧ü ×®ÖμÖÓ×¡ÖŸÖ ×ÛúμÖÖ •ÖÖ ÃÖÛêú...	करें...(व्यवधान)...
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ : ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ •Öß, †Öî ̧ü Ûãú”û ÆüÖê ®Ö ÆüÖê, Æü ́ÖÖ ̧êü ÝÖéÆü  ́ÖÓ¡Öß •Öß	श्री उपसभापति : कृपया प्रश्न पूछे |
óÖÖ®Öß Æïü...  ́ÖÆüÖê¤üμÖ, Æü ́ÖÖ ̧êü ÝÖéÆü  ́ÖÓ¡Öß •Öß óÖÖ®Öß Æïü...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	डा. पी.सी. अलेक्जैंडर : क्या मंत्री जी इस समस्या से कानून-व्यवस्था के आधार
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö  ̄Öæ×”û‹ ®ÖÖ...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	पर निपटते हुए इन सुझावों को उतना ही महत्वपूर्ण मानेंगे?
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ :  ̄Öæ”æÓûÝÖÖ...	श्री शिवराज वी. पाटिल : महोदय, मुझे इस प्रश्न का उत्तर देने में प्रसन्नता है
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö  ̄ÖÆü»Öê ÃÖ3⁄4ÖÖ»Ö  ̄Öæ×”û‹, 2ÖÖ¤ü  ́Öë ŸÖÖ ̧üß±ú Ûúß×•Ö‹...	लेकिन मैं यह कहना चाहूंगा कि जब मैं इन प्रश्नों का उत्तर देता हूं तो मैं तथ्यों के
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ :  ́ÖÆüÖê¤üμÖ, Æü ́Ö •Ö2Ö ÛúÖò»Öê•Ö  ́Öë £Öê...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	आधार पर उत्तर देता हूं। कानून के अनुसार, नियमों के अनुसार और ठीक-ठीक, जब
ÁÖß ×3⁄4ÖÛÎú ́Ö 3⁄4Ö ́ÖÖÔ : μÖê  ̄ÖÖ®Öß Æïü †Öî ̧ü 3⁄4Öê óÖÖ®Öß Æïü...	हम इस प्रकार की नीति पर चर्चा कर रहे हैं तो इस पर 10 मिनट में चर्चा नहीं हो
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ :  ́ÖÆüÖê¤üμÖ, Æü ́Ö •Ö2Ö ÛúÖò»Öê•Ö  ́Öë £Öê...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	सकती। अत:, हमें इन नीतियों पर चर्चा करनी होगी। लेकिन जो सुझाव माननीय सदस्य
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †2Ö 3⁄4ÖÆü ÛúÖò»Öê•Ö Ûúß 2ÖÖŸÖ ”ûÖê×›Íü‹, †Ö ̄Ö ÃÖ3⁄4ÖÖ»Ö  ̄Öæ×”û‹...	द्वारा दिए गए हैं, वे अच्छे सुझाव हैं और इस सबा की सूचना के लिए मैं बताना चाहूंगा
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ : Æü ́Ö •Ö2Ö ÛúÖò»Öê•Ö  ́Öë £Öê, ŸÖÖê Æü ́ÖÖ ̧êü ÝÖéÆü  ́ÖÓ¡Öß ÃÖÖ‡ÓÃÖ	कि ये पहले से ही उन नीतियों के अंग हैं जिनको हमने पहले से ही अपनाया हुआ है।
× ́Ö×®ÖÃTMü ̧ü £Öê... * ÃÖê †Ö•Ö 3⁄4Öê ÝÖéÆü  ́ÖÓ¡Öß Æïü...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	हम यह कहते रहे हैं कि आतंकवादी गतिविधियों से निपटने के लिए, एक दृष्टिकोण
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : μÖÆü ®ÖÆüà •ÖÖ‹ÝÖÖ...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)  ́Öï®Öê ‡ÃÖÛúÖê ÆüTMüÖ ×¤üμÖÖ Æîü......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	पर्याप्त नहीं है। यदि आवश्यक हुआ तो पुलिस कार्रवाई करनी पडेगी। आर्थिक विकास
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ : †Ö•Ö 2ÖÓÝÖ»ÖÖî ̧ü  ́Öë ÃÖÖ‡Ó×TMüÃTMü ÛúÖê  ́ÖÖ ̧üÖ •ÖÖŸÖÖ Æîü...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	करना सामाजिक न्याय करना और उनको मनोवैज्ञानिक रूप से भी
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö ÃÖ3⁄4ÖÖ»Ö  ̄Öæ×”û‹ ®ÖÖ...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	प्रशिक्षित किया जाना ये सभी चीजें उस नीति की हिस्सा हैं जिसको भारत
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ : †Ö•Ö ¤ãü3ÖÖÔÝμÖ ÃÖê ÃÖÖ‡Ó×TMüÃTMü ÛúÖê  ́ÖÖ ̧üÖ •ÖÖŸÖÖ Æîü... μÖÆü †ŸμÖÓŸÖ	सरकार ने अपनाया है और राज्य सरकारों को दिया है और राज्य सरकारों ने भी स्वयं
́ÖÖÙ ́ÖÛú ×3⁄4ÖÂÖμÖ Æîü, ‡ÃÖÛúÖê ÆÓüÃÖß- ́Ö•ÖÖÛú  ́Öë ®ÖÆüà »Öê®ÖÖ “ÖÖ×Æü‹... μÖÆü †ŸμÖÓŸÖ  ́ÖÖÙ ́ÖÛú ×3⁄4ÖÂÖμÖ Æîü	इस समस्या से निपटने के लिए कुछ और चीजें विकसित की हैं। लेकिन, माननीय
×Ûú ÃÖÖ‡Ó×TMüÃTMü ÛúÖê  ́ÖÖ ̧üÖ •ÖÖŸÖÖ Æîü... ÃÖÖ‡Ó×TMüÃTMü ÛúÖê  ́ÖÖ ̧ü®Öê ÛúÖ ŒμÖÖ ÛúÖ ̧üÞÖ Æîü,  ́ÖÓ¡Öß •Öß ®Öê	सदस्य ने जो सुझाव दिए, वे अच्छे सुझाव हैं। मैं केवल यही कहना चाहूंगा कि ये पहले
‡ÃÖÛúÖ ˆ¢Ö ̧ü ×3⁄4ÖÃŸÖÖ ̧ü ÃÖê ×¤üμÖÖ Æîü, »Öê×Ûú®Ö 3⁄4Öê ‡ÃÖÛúß Ø ̄ÖÏØTMüÝÖ ÛúÖê ®ÖÆüà ¤êüÜÖŸÖê Æïü... ×Æü®¤üß  ́Öë	से ही नीति की हिस्सा हैं। और, यदि भारत सरकार द्वारा अपनाई गई नीति पर चर्चा
•ÖÖê ˆ¢Ö ̧ü ×¤üμÖÖ ÝÖμÖÖ Æîü, ˆÃÖÛúß Ø ̄ÖÏØTMüÝÖ šüßÛú ÃÖê ®ÖÆüà Æãü‡Ô Æîü... μÖÆü  ́ÖÖ ́Ö»ÖÖ ÛúÖê‡Ô Ûú ́Ö	होती है तो इन चीजों को भली-भांति स्पष्ट किया जा सकता है।
ÝÖÓ3Öß ̧ü ®ÖÆüà Æîü... Æü ́Ö  ̄ÖœÍü ®ÖÆüà  ̄ÖÖŸÖê Æïü...	श्री उपसभाषपति : अब, श्री अबू आसिम आजमी। कृपया सीधे-सीधे प्रश्न करें।
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Æü ́Ö ‡ÃÖê ¤êüÜÖëÝÖê...	1श्री अबू आसिम आजमी : उपसभापति महोदय, मैं आपके माध्यम से मिनिस्टर
ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ : ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ •Öß,  ́Öê ̧üÖ μÖÆü ÛúÆü®ÖÖ Æîü ×Ûú •ÖÖê-•ÖÖê ÛúÖ ̧üÞÖ	साहब से जानना चाहता हूं कि क्या हाईकोर्ट के रिटायर्ड जज माननीय जगन्नाथ सेठी
́ÖÓ¡Öß •Öß ®Öê 2ÖŸÖÖ‹ Æïü †Öî ̧ü ÛúÆüÖ Æîü ×Ûú Æü ́Ö μÖê-μÖê Ûú ̧ü®Öê •ÖÖ  ̧üÆêü Æïü, »Öê×Ûú®Ö ‡ÃÖ  ̄ÖÏÛúÖ ̧ü	+ साननीय सदस्य द्वारा ऊर्दू में दिया गया भाषण मूल संस्करण में उपलब्ध है।
*†×3Ö×»Ö×ÜÖŸÖ ®ÖÆüà ×ÛúμÖÖ ÝÖμÖÖ...	ये जानना चाहते हैं कि दूसरे लोग इसे क्यों बेच रहे हैं। दूसरे लोग इसे
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : ÁÖß  ̧ü×3⁄4Ö ¿ÖÓÛú ̧ü  ̄ÖÏÃÖÖ¤ü...	इसलिए बेच रहे हैं क्योंकि वे ज्यादा प्रतिस्पर्धी हैं। यदि हम प्रतिस्पर्धी हो सकते हैं तो
ÁÖß  ̧ü×3⁄4Ö ¿ÖÓÛú ̧ü  ̄ÖÏÃÖÖ¤ü :  ́ÖÖ®Ö®ÖßμÖ ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ  ́ÖÆüÖê¤üμÖ,  ́ÖÖ®Ö®ÖßμÖ ÝÖéÆü  ́ÖÓ¡Öß •Öß μÖÆü	लोग हमारी चाय भी खरीदेंगे। आखिरकार वे अच्छी कीमत चाहते हैं। और, मैं यह
Ã3⁄4ÖßÛúÖ ̧ü Ûú ̧ëüÝÖê ×Ûú μÖÆü  ̄ÖÏ¿®Ö ®Ö Ûêú3⁄4Ö»Ö ‹Ûú μÖÖ ¤üÖê ÃÖ¤üÃμÖÖë 2Ö×»Ûú ÃÖ ́ÖÃŸÖ ÃÖ3ÖÖ †Öî ̧ü  ̧üÖÂTMÒü	कहता आया हूं कि यह केवल उस ऊंची लागत के कारण है जो कि पुरानी झाडियों एवं
Ûúß Ø“ÖŸÖÖ ÛúÖê ¤ü¿ÖÖÔŸÖÖ Æîü... ¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ Ûêú3⁄4Ö»Ö Æü ́ÖÖ ̧üß ŸÖÛú®ÖßÛúß ˆŸÛéúÂTMüŸÖÖ ÛúÖ Æüß ×®Ö¤ü¿ÖÔ®Ö	ऊंची श्रम लागत से उत्पन्न हो रही है ।...(व्यवधान)...
®ÖÆüà Æîü - Æîü¤ü ̧üÖ2ÖÖ¤ü, 2ÖÓÝÖ»ÖÖî ̧ü μÖÖ “Öê®®Ö‡Ô - μÖÆü Æü ́ÖÖ ̧êü †®ŸÖ× ̧üõÖ †®ÖãÃÖÓ¬ÖÖ®Ö ÛúÖ 3Öß Ûêú®¦ü Æîü,	श्री उपसभाषपति : अन्तिम अनुपूरक प्रश्न।...(व्यवधान)...नहीं, नहीं।...(व्यवधान)...
μÖÆü Æü ́ÖÖ ̧êü  ̄ÖÏõÖê ̄ÖÖÃ¡Ö †®ÖãÃÖÓ¬ÖÖ®Ö ÛúÖ 3Öß Ûêú®¦ü Æîü †Öî ̧ü, ‡ÃÖ×»Ö‹, μÖ×¤ü †ÖŸÖÓÛú3⁄4ÖÖ¤ü Ûúß	हम लोग पहले ही एक प्रश्न पर 20 मिनट लगा चुके हैं।...(व्यवधान)...मैंने दलवार
3ÖμÖÖ3⁄4ÖÆüŸÖÖ ¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ  ́Öë 3Öß † ̄Ö®Öê  ̄Öî ̧ü  ̄ÖÃÖÖ ̧ü  ̧üÆüß Æîü, ŸÖÖê μÖÆü  ̧üÖÂTMÒüßμÖ Ø“ÖŸÖÖ ÛúÖ ×3⁄4ÖÂÖμÖ	समय दिया है। नहीं, ऐसा नहीं हो सकता।
Æîü †Öî ̧ü  ́ÖÖ®Ö®ÖßμÖ ÝÖéÆü ́ÖÓ¡Öß •Öß,  ́ÖãôÖê ¤ãüÜÖ Æîü,  ́ÖãôÖê 3ÖμÖ Æîü ×Ûú Æü ́Öë ‡ÃÖê ‹Ûú ‹êÃÖê ÜÖÖÃÖ	श्री द्विजेन्द्र नाथ शर्मा : महोदय, असम प्रमुख चाय उत्पादक राज्य है।
×®Ö¤êü¿ÖÛú Ûêú †Æü ́Ö  ̄Ö ̧ü ®ÖÆüà ”ûÖê›Íü ÃÖÛúŸÖê •ÖÖê ×®Ö•Öß ÃÖã ̧õÖÖ ÝÖÖ›üÖí  ̄Ö ̧ü Æüß •ÖÖê ̧ü ¤êüŸÖÖ ÆüÖê...	श्री उपसभाषति : आप कृपया संक्षिप्त प्रश्न रखें।
μÖÆü  ̧üÖ•μÖ ÃÖ ̧üÛúÖ ̧ü †Öî ̧ü ÃÖÖ£Ö Æüß 3ÖÖ ̧üŸÖ ÃÖ ̧üÛúÖ ̧ü Ûúß ÃÖÖ ́Öæ×ÆüÛú Ø“ÖŸÖÖ ÛúÖ ×3⁄4ÖÂÖμÖ Æîü... μÖÆü	श्री द्विजेन्द्र नाथ शर्मा : महोदय, मैं प्रश्न रख रहा हूं। असम देश में प्रमुख चाय
2ÖÆãüŸÖ  ́ÖÆüŸ3⁄4Ö ̄ÖæÞÖÔ Æîü... †ŸÖ:,  ́Öï †Ö ̄ÖÛúß ×TMü ̄ ̄Ö×ÞÖμÖÖë Ûúß  ̄ÖÏ¿ÖÓÃÖÖ Ûú ̧ü®Öê  ́Öë Ûêú3⁄4Ö»Ö ‡ÃÖ×»Ö‹ † ̄Ö®Öß	उत्पादक राज्य है और असम के अधिकतर चाय बागान आज रूग्ण में हैं। मेरा प्रश्न यह
†ÃÖ ́Ö£ÖÔŸÖÖ 3⁄4μÖŒŸÖ Ûú ̧ü  ̧üÆüÖ ÆæÓü ŒμÖÖë×Ûú ×®Ö•Öß ÃÖã ̧üõÖÖ ÝÖÖ›üÖí  ̄Ö ̧ü •ÖÖê ̧ü ×¤üμÖÖ ÝÖμÖÖ Æîü... Æü ́Öë ‡ÃÖ	है। माननीय मंत्री महोदय ने समूचे देश के लिए लगभग 100 करोड रुपए के पैकेज की
ŸÖ£μÖ ÛúÖê ¬μÖÖ®Ö  ́Öë  ̧üÜÖ®ÖÖ “ÖÖ×Æü‹... ÃÖÓÃ£ÖÖ®Ö †Öî ̧ü ‡ÃÖÛúß ÃÖ ́Öæ“Öß ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë ÛúÖê ÃÖÓ3⁄4Öê¤ü®Ö¿Öß»Ö	घोषणा की है। स्वयं असम में ही 900 से अधिक चाय बागान हैं, और उनमें से
2Ö®ÖÖ®Öê Ûúß †Ö3⁄4Ö¿μÖÛúŸÖÖ Æîü... ‡ÃÖ ÃÖÓ¤ü3ÖÔ  ́Öë,  ́ÖÖ®Ö®ÖßμÖ ÝÖéÆü  ́ÖÓ¡Öß  ́ÖÆüÖê¤üμÖ,  ́Öê ̧êü  ̄ÖÏ¿®Ö Ûêú ¤üÖê	अधिकतर ....(व्यवधान)...
ÃŸÖ ̧ü Æïü... (Ûú) ¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ  ́Öë ×ÛúŸÖ®Öê  ̄ÖÏ ́ÖãÜÖ †ÖŸÖÓÛú3⁄4ÖÖ¤üß ÃÖ ́ÖæÆü ÛúÖμÖÔ Ûú ̧ü  ̧üÆêü Æïü? ŒμÖÖ	श्री उपसभापति : आप प्रश्न पूछे |
†Ö ̄Ö®Öê ˆ®ÖÛúß  ̄ÖÆü“ÖÖ®Ö Ûúß Æîü, †Öî ̧ü †Ö ̄Ö ŒμÖÖ ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô Ûú ̧ü  ̧üÆêü Æïü? ¤æüÃÖ ̧üß 2ÖÖŸÖ,  ́Öï ˆ¢Ö ̧ü	श्री द्विजेन्द्र नाथ शर्मा : महोदय, एक मिनट। उनमें से अधिकतर वृहद चाय
́Öë μÖÆü ¤êüÜÖ  ̧üÆüÖ ÆæÓü ×Ûú ‹Ûú Ø“ÖŸÖÖ ÛúÖ ×3⁄4ÖÂÖμÖ Æîü ÃÖ ́Öã×“ÖŸÖ ÃÖß ́ÖÖ- ̄ÖÖ ̧ü  ̄ÖÏ2ÖÓ¬Ö®Ö ŸÖÖ×Ûú †3⁄4Öî¬Ö	बागान हैं। अब, महोदय, मेरा कहना यह है कि चाय उद्योग के पुनर्जीवन के लिए क्या
‘ÖãÃÖ ̄Öîšü ®Ö ÆüÖê ÃÖÛêú... μÖÆü ‹Ûú †“”ûÖ ˆ¢Ö ̧ü Æîü  ́ÖÖ®Ö®ÖßμÖ ÝÖéÆü  ́ÖÓ¡Öß •Öß... ‡ÃÖ ÃÖÓ¤ü3ÖÔ  ́Öë,  ́Öê ̧êü	यह 100 करोड रुपए पर्याप्त हैं।
̄ÖÏ¿®Ö ÛúÖ 3ÖÖÝÖ (ÜÖ) Æîü; ×3⁄4Ö¤êü×¿ÖμÖÖë ×3⁄4ÖÂÖμÖÛú †×¬Ö×®ÖμÖ ́Ö Ûêú ÆüÖ×»ÖμÖÖ ÃÖÓ¿ÖÖê¬Ö®Ö ÛúÖê †Ö ̄Ö ×ÛúÃÖ	श्री उपसभाषति : उन्होंने कहा है कि 4000 करोड रुपए की निधि भी है ।
̄ÖÏÛúÖ ̧ü Ã ̄ÖÂTMü Ûú ̧ëüÝÖê ×•ÖÃÖÛêú «üÖ ̧üÖ †Ö ̄Ö®Öê 2ÖÖÆü ̧ü ÃÖê ‘ÖãÃÖ ̄Öîšü Ûú ̧ü®Öê 3⁄4ÖÖ»ÖÖë Ûúß  ̄ÖÆü“ÖÖ®Ö ÛúÖê	उन्होंने पहले ही यह कहा है ।...(व्यवधान)...केवल 100 करोड रुपए ही नहीं हैं।
ˆ““ÖŸÖ ́Ö ®μÖÖμÖÖ»ÖμÖ «üÖ ̧üÖ †Ö‡Ô.‹ ́Ö.›üß.TMüß.  ̄Ö ̧ü ×¤ü‹ ÝÖ‹ †Ö¤êü¿Ö Ûêú †Ö»ÖÖêÛú  ́Öë •ÖÖ ̧üß Ûúß ÝÖ‡Ô	श्री द्विजेन्द्र नाथ शर्मा : महोदय, मेरा प्रश्न यह है कि: असम का हिस्सा
†×¬ÖÃÖæ“Ö®ÖÖ Ûêú ÛúÖ ̧üÞÖ 3⁄4μÖÖ3⁄4ÖÆüÖ× ̧üÛú oþ ̄Ö ÃÖê †ÃÖ ́3Ö3⁄4Ö 2Ö®ÖÖ ×¤üμÖÖ Æîü... μÖê Æüß  ́Öê ̧êü ¤üÖê  ̄ÖÏ¿®Ö Æïü...	कितना है?
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö :  ́ÖÆüÖê¤üμÖ, μÖÆü ‹Ûú †“”ûÖ  ̄ÖÏ¿®Ö Æîü †Öî ̧ü ‡ÃÖ  ̄ÖÏÛúÖ ̧ü Ûêú	श्री उपसभाषपति : कृपया प्रश्न पूछे |
̄ÖÏ¿®Ö ÛúÖ ˆ¢Ö ̧ü ¤êü®Öê  ́Öë  ́ÖãôÖê  ̄ÖÏÃÖ®®ÖŸÖÖ ÆüÖê  ̧üÆüß Æîü... μÖÆü ‹Ûú ŸÖ£μÖ Æîü ×Ûú ‘ÖãÃÖ ̄Öî×šüμÖê 3ÖÖ ̧üŸÖ	श्री द्विजेन्द्र नाथ शर्मा : महोदय, प्रश्न का एक भाग शेष है। महोदय, दूसरा भाग
́Öë †Ö  ̧üÆêü £Öê †Öî ̧ü 3⁄4Öê ÃÖß ́ÖÖ3⁄4ÖŸÖá õÖê¡ÖÖë  ́Öë ÃÖ×ÛÎúμÖ £Öê... »Öê×Ûú®Ö, †2Ö ˆ®ÆüÖë®Öê ¤êü¿Ö Ûêú ÃÖ3Öß	यह है कि राज्य में कुछ चाय बागानों को शिक्षित बेरोजगारों द्वारा प्रारम्भ किया गया है |
